Date,DJSI-US,food inflation index (cpi),D3,D4,D5,D6,Crude
9/23/2015,145.01,#N/A,#N/A,#N/A,#N/A,#N/A,48
9/24/2015,144.78,#N/A,#N/A,#N/A,#N/A,#N/A,47.06
9/28/2015,144.13,#N/A,0.79,0.41,0.36,0.36,46.04
9/29/2015,143.83,#N/A,#N/A,#N/A,#N/A,#N/A,47.58
9/30/2015,145.9,#N/A,#N/A,#N/A,#N/A,#N/A,47.29
10/1/2015,146.53,100.62,#N/A,#N/A,#N/A,#N/A,47.48
10/5/2015,146.04,#N/A,0.84,0.42,0.62,0.35,49.45
10/6/2015,145.11,#N/A,#N/A,#N/A,#N/A,#N/A,51.34
10/7/2015,147.58,#N/A,#N/A,#N/A,#N/A,#N/A,51.66
10/8/2015,149.52,#N/A,#N/A,#N/A,#N/A,#N/A,52.13
10/9/2015,149.24,#N/A,#N/A,#N/A,#N/A,#N/A,52.08
10/12/2015,148.79,#N/A,0.74,0.38,0.47,0.35,50.95
10/13/2015,150.48,#N/A,#N/A,#N/A,#N/A,#N/A,48.94
10/14/2015,149.97,#N/A,#N/A,#N/A,#N/A,#N/A,48.25
10/15/2015,149.35,#N/A,#N/A,#N/A,#N/A,#N/A,47.87
10/16/2015,151.46,#N/A,#N/A,#N/A,#N/A,#N/A,48.96
10/19/2015,152.28,#N/A,0.64,0.44,0.37,0.37,47.51
10/20/2015,151.47,#N/A,#N/A,#N/A,#N/A,#N/A,46.93
10/21/2015,151.28,#N/A,#N/A,#N/A,#N/A,#N/A,46.72
10/23/2015,149.95,#N/A,#N/A,#N/A,#N/A,#N/A,46.3
10/26/2015,150.13,#N/A,0.84,0.39,0.47,0.36,46.57
10/27/2015,149.36,#N/A,#N/A,#N/A,#N/A,#N/A,45.54
10/28/2015,146.97,#N/A,#N/A,#N/A,#N/A,#N/A,47.6
10/29/2015,145.53,#N/A,#N/A,#N/A,#N/A,#N/A,48.04
10/30/2015,147.89,#N/A,#N/A,#N/A,#N/A,#N/A,48
11/2/2015,147.48,#N/A,#N/A,0.47,0.37,0.4,47.91
11/3/2015,149.81,#N/A,#N/A,#N/A,#N/A,#N/A,48
11/4/2015,149.52,#N/A,#N/A,#N/A,#N/A,#N/A,46.96
11/5/2015,149.96,#N/A,#N/A,#N/A,#N/A,#N/A,47.19
11/6/2015,149.96,#N/A,#N/A,#N/A,#N/A,#N/A,46.09
11/9/2015,150.25,#N/A,0.64,0.55,0.41,0.42,45.38
11/10/2015,149.95,#N/A,#N/A,#N/A,#N/A,#N/A,46.44
11/11/2015,149.95,#N/A,#N/A,#N/A,#N/A,#N/A,44.98
11/13/2015,149.4,#N/A,#N/A,#N/A,#N/A,#N/A,41.98
11/16/2015,151.04,#N/A,0.88,0.4,0.4,0.44,40.28
11/17/2015,149.42,#N/A,#N/A,#N/A,#N/A,#N/A,41.28
11/18/2015,147.22,#N/A,#N/A,#N/A,#N/A,#N/A,41.45
11/19/2015,150.35,#N/A,#N/A,#N/A,#N/A,#N/A,42.22
11/20/2015,149.14,#N/A,#N/A,#N/A,#N/A,#N/A,42.49
11/23/2015,147.93,#N/A,1.11,0.6,0.85,0.33,43.7
11/24/2015,147.26,#N/A,#N/A,#N/A,#N/A,#N/A,44.38
11/26/2015,144.74,#N/A,#N/A,#N/A,#N/A,#N/A,43.55
11/27/2015,145.85,#N/A,#N/A,#N/A,#N/A,#N/A,43.07
11/30/2015,148.01,#N/A,0.88,0.53,0.43,0.38,43.73
12/1/2015,150.04,99.59,#N/A,#N/A,#N/A,#N/A,42.97
12/2/2015,147.53,#N/A,#N/A,#N/A,#N/A,#N/A,41.92
12/3/2015,144.69,#N/A,#N/A,#N/A,#N/A,#N/A,42
12/4/2015,145.68,#N/A,#N/A,#N/A,#N/A,#N/A,41.44
12/7/2015,147.28,#N/A,0.91,0.65,0.42,0.5,39.69
12/8/2015,149.18,#N/A,#N/A,#N/A,#N/A,#N/A,39.44
12/9/2015,148.86,#N/A,#N/A,#N/A,#N/A,#N/A,39.04
12/10/2015,148.45,#N/A,#N/A,#N/A,#N/A,#N/A,38.65
12/11/2015,149.91,#N/A,#N/A,#N/A,#N/A,#N/A,36.99
12/14/2015,148.78,#N/A,0.71,0.66,0.67,0.5,36.51
12/15/2015,147.39,#N/A,#N/A,#N/A,#N/A,#N/A,37.66
12/16/2015,145.12,#N/A,#N/A,#N/A,#N/A,#N/A,36.96
12/17/2015,145.42,#N/A,#N/A,#N/A,#N/A,#N/A,36.29
12/18/2015,143.31,#N/A,#N/A,#N/A,#N/A,#N/A,36.76
12/21/2015,139.66,#N/A,0.92,0.65,0.79,0.52,35.34
12/22/2015,137.94,#N/A,#N/A,#N/A,#N/A,#N/A,35.26
12/23/2015,137.91,#N/A,#N/A,#N/A,#N/A,#N/A,35.79
12/24/2015,139.1,#N/A,#N/A,#N/A,#N/A,#N/A,37.22
12/28/2015,138.61,#N/A,0.75,0.68,0.47,0.42,37.08
12/29/2015,135.21,#N/A,#N/A,#N/A,#N/A,#N/A,36.85
12/30/2015,135.21,#N/A,#N/A,#N/A,#N/A,#N/A,35.65
12/31/2015,134.94,#N/A,#N/A,#N/A,#N/A,#N/A,36.61
1/1/2016,133.01,99.84,#N/A,#N/A,#N/A,#N/A,36.61
1/4/2016,133.61,#N/A,0.75,0.7,0.75,0.66,36.28
1/5/2016,136.17,#N/A,#N/A,#N/A,#N/A,#N/A,35.56
1/6/2016,133.81,#N/A,#N/A,#N/A,#N/A,#N/A,33.89
1/7/2016,136.13,#N/A,#N/A,#N/A,#N/A,#N/A,33.57
1/8/2016,135.2,#N/A,#N/A,#N/A,#N/A,#N/A,31.67
1/11/2016,135.78,#N/A,1.09,0.69,0.43,0.53,30.14
1/12/2016,139.55,#N/A,#N/A,#N/A,#N/A,#N/A,29.14
1/13/2016,139.16,#N/A,#N/A,#N/A,#N/A,#N/A,28.58
1/14/2016,136.23,#N/A,#N/A,#N/A,#N/A,#N/A,28.84
1/15/2016,137.45,#N/A,#N/A,#N/A,#N/A,#N/A,28.8
1/18/2016,138,#N/A,0.82,0.66,0.68,0.44,27.36
1/19/2016,135.5,#N/A,#N/A,#N/A,#N/A,#N/A,27.36
1/20/2016,134.07,#N/A,#N/A,#N/A,#N/A,#N/A,26.01
1/21/2016,133.7,#N/A,#N/A,#N/A,#N/A,#N/A,27.59
1/22/2016,133.45,#N/A,#N/A,#N/A,#N/A,#N/A,30.46
1/25/2016,131.84,#N/A,1.12,0.59,0.61,0.01,29.82
1/27/2016,136.61,#N/A,#N/A,#N/A,#N/A,#N/A,31.83
1/28/2016,139.18,#N/A,#N/A,#N/A,#N/A,#N/A,33.01
1/29/2016,138.91,#N/A,#N/A,#N/A,#N/A,#N/A,33.14
2/1/2016,138.68,99.81,1.26,0.72,0.43,0.65,32.45
2/2/2016,140.53,#N/A,#N/A,#N/A,#N/A,#N/A,30.98
2/3/2016,138.6,#N/A,#N/A,#N/A,#N/A,#N/A,32.38
2/4/2016,139.05,#N/A,#N/A,#N/A,#N/A,#N/A,32.76
2/5/2016,140.74,#N/A,#N/A,#N/A,#N/A,#N/A,32.35
2/8/2016,140.39,#N/A,1.27,0.64,0.5,0.5,31.64
2/9/2016,139.15,#N/A,#N/A,#N/A,#N/A,#N/A,30.15
2/10/2016,142.45,#N/A,#N/A,#N/A,#N/A,#N/A,29.64
2/11/2016,143.27,#N/A,#N/A,#N/A,#N/A,#N/A,28.82
2/12/2016,143.67,#N/A,#N/A,#N/A,#N/A,#N/A,31.8
2/15/2016,144.1,#N/A,1.14,0.66,0.7,0.68,31.8
2/16/2016,144.62,#N/A,#N/A,#N/A,#N/A,#N/A,31.09
2/17/2016,142.96,#N/A,#N/A,#N/A,#N/A,#N/A,33.21
2/18/2016,143.69,#N/A,#N/A,#N/A,#N/A,#N/A,33.2
2/19/2016,143.66,#N/A,#N/A,#N/A,#N/A,#N/A,31.66
2/22/2016,145.83,#N/A,0.52,0.54,0.7,0.42,33.59
2/23/2016,145.6,#N/A,#N/A,#N/A,#N/A,#N/A,31.9
2/24/2016,145.34,#N/A,#N/A,#N/A,#N/A,#N/A,31.5
2/25/2016,146.16,#N/A,#N/A,#N/A,#N/A,#N/A,32.83
2/26/2016,147.26,#N/A,#N/A,#N/A,#N/A,#N/A,35.76
2/29/2016,148.06,#N/A,1.8,0.66,0.7,0.65,35.92
3/1/2016,147.93,99.17,#N/A,#N/A,#N/A,#N/A,35.73
3/2/2016,147.9,#N/A,#N/A,#N/A,#N/A,#N/A,36.38
3/3/2016,146.82,#N/A,#N/A,#N/A,#N/A,#N/A,35.75
3/4/2016,147.03,#N/A,#N/A,#N/A,#N/A,#N/A,37.61
3/8/2016,148.24,#N/A,#N/A,#N/A,#N/A,#N/A,39.16
3/9/2016,148.75,#N/A,#N/A,#N/A,#N/A,#N/A,40.26
3/10/2016,148.55,#N/A,#N/A,#N/A,#N/A,#N/A,38.63
3/11/2016,149.32,#N/A,#N/A,#N/A,#N/A,#N/A,39.41
3/14/2016,148.69,#N/A,0.6,0.72,0.77,0.64,38.06
3/15/2016,147.2,#N/A,#N/A,#N/A,#N/A,#N/A,37.49
3/16/2016,148.83,#N/A,#N/A,#N/A,#N/A,#N/A,38.38
3/17/2016,147.1,#N/A,#N/A,#N/A,#N/A,#N/A,39.29
3/18/2016,147.48,#N/A,#N/A,#N/A,#N/A,#N/A,39.26
3/21/2016,147.29,#N/A,1.78,0.75,0.69,0.69,39.91
3/22/2016,148.63,#N/A,#N/A,#N/A,#N/A,#N/A,40.54
3/23/2016,150.29,#N/A,#N/A,#N/A,#N/A,#N/A,38.84
3/28/2016,151.65,#N/A,1.07,0.7,0.77,0.56,38.33
3/29/2016,152.44,#N/A,#N/A,#N/A,#N/A,#N/A,36.75
3/30/2016,152.74,#N/A,#N/A,#N/A,#N/A,#N/A,36.75
3/31/2016,152.29,#N/A,#N/A,#N/A,#N/A,#N/A,36.75
4/1/2016,151.88,99.24,#N/A,#N/A,#N/A,#N/A,36.42
4/4/2016,151.64,#N/A,1.78,0.76,0.72,0.46,36.05
4/5/2016,151.94,#N/A,#N/A,#N/A,#N/A,#N/A,35.88
4/6/2016,152.39,#N/A,#N/A,#N/A,#N/A,#N/A,37.77
4/7/2016,150.97,#N/A,#N/A,#N/A,#N/A,#N/A,37.15
4/8/2016,150.14,#N/A,#N/A,#N/A,#N/A,#N/A,40.71
4/11/2016,151.18,#N/A,1.22,0.69,0.73,0.48,41.58
4/12/2016,149.73,#N/A,#N/A,#N/A,#N/A,#N/A,43.02
4/13/2016,148.8,#N/A,#N/A,#N/A,#N/A,#N/A,42.81
4/18/2016,149.47,#N/A,1.26,0.75,0.8,0.68,41.64
4/20/2016,149.81,#N/A,#N/A,#N/A,#N/A,#N/A,43.09
4/21/2016,149.97,#N/A,#N/A,#N/A,#N/A,#N/A,43.48
4/22/2016,148.68,#N/A,#N/A,#N/A,#N/A,#N/A,43.97
4/25/2016,150.16,#N/A,1.23,0.78,0.74,0.72,42.97
4/26/2016,148.73,#N/A,#N/A,#N/A,#N/A,#N/A,43.94
4/27/2016,148.74,#N/A,#N/A,#N/A,#N/A,#N/A,44.17
4/28/2016,148.02,#N/A,#N/A,#N/A,#N/A,#N/A,45.6
4/29/2016,148.64,#N/A,#N/A,#N/A,#N/A,#N/A,45.64
5/2/2016,148.29,#N/A,1.11,0.78,0.67,0.72,45.82
5/3/2016,150.21,#N/A,#N/A,#N/A,#N/A,#N/A,43.09
5/4/2016,151.46,#N/A,#N/A,#N/A,#N/A,#N/A,43.08
5/5/2016,151.19,#N/A,#N/A,#N/A,#N/A,#N/A,44.39
5/6/2016,151.87,#N/A,#N/A,#N/A,#N/A,#N/A,44.6
5/9/2016,151.87,#N/A,1.25,0.79,0.78,0.69,42.43
5/10/2016,151.7,#N/A,#N/A,#N/A,#N/A,#N/A,44.01
5/11/2016,151.9,#N/A,#N/A,#N/A,#N/A,#N/A,46.08
5/12/2016,152.44,#N/A,#N/A,#N/A,#N/A,#N/A,46.43
5/13/2016,151.97,#N/A,#N/A,#N/A,#N/A,#N/A,47.05
5/16/2016,152.91,#N/A,1.15,0.77,0.73,0.57,48.49
5/17/2016,152.97,#N/A,#N/A,#N/A,#N/A,#N/A,48.71
5/18/2016,153.32,#N/A,#N/A,#N/A,#N/A,#N/A,48.93
5/19/2016,153.01,#N/A,#N/A,#N/A,#N/A,#N/A,47.01
5/20/2016,151.8,#N/A,#N/A,#N/A,#N/A,#N/A,48.54
5/23/2016,150.65,#N/A,1.14,0.78,0.74,0.66,47.77
5/24/2016,150.28,#N/A,#N/A,#N/A,#N/A,#N/A,48.42
5/25/2016,149.88,#N/A,#N/A,#N/A,#N/A,#N/A,48.87
5/26/2016,150.46,#N/A,#N/A,#N/A,#N/A,#N/A,49.52
5/27/2016,150.24,#N/A,#N/A,#N/A,#N/A,#N/A,49.09
5/30/2016,151.07,#N/A,1.81,0.81,0.71,0.69,49.09
5/31/2016,151.58,#N/A,#N/A,#N/A,#N/A,#N/A,49.26
6/1/2016,151.36,98.31,#N/A,#N/A,#N/A,#N/A,48.81
6/2/2016,153.55,#N/A,#N/A,#N/A,#N/A,#N/A,49.05
6/3/2016,147.81,#N/A,#N/A,#N/A,#N/A,#N/A,48.5
6/6/2016,145.08,#N/A,1.24,0.73,0.7,0.72,48.94
6/7/2016,147.7,#N/A,#N/A,#N/A,#N/A,#N/A,49.76
6/8/2016,150.54,#N/A,#N/A,#N/A,#N/A,#N/A,50.73
6/9/2016,152.78,#N/A,#N/A,#N/A,#N/A,#N/A,50.59
6/10/2016,152.88,#N/A,#N/A,#N/A,#N/A,#N/A,49.7
6/13/2016,152.88,#N/A,0.47,0.8,0.68,0.68,49.36
6/14/2016,151.82,#N/A,#N/A,#N/A,#N/A,#N/A,47.88
6/15/2016,152.72,#N/A,#N/A,#N/A,#N/A,#N/A,47.47
6/16/2016,152.48,#N/A,#N/A,#N/A,#N/A,#N/A,45.66
6/17/2016,154.71,#N/A,#N/A,#N/A,#N/A,#N/A,46.57
6/20/2016,155.27,#N/A,1.65,0.68,0.71,0.27,48.68
6/21/2016,156.82,#N/A,#N/A,#N/A,#N/A,#N/A,48.18
6/22/2016,156.93,#N/A,#N/A,#N/A,#N/A,#N/A,48.43
6/23/2016,157.66,#N/A,#N/A,#N/A,#N/A,#N/A,48.63
6/24/2016,157.5,#N/A,#N/A,#N/A,#N/A,#N/A,46.69
6/27/2016,157.67,#N/A,1.19,0.79,0.71,0.54,45.07
6/28/2016,157.47,#N/A,#N/A,#N/A,#N/A,#N/A,46.29
6/29/2016,158.44,#N/A,#N/A,#N/A,#N/A,#N/A,48.4
6/30/2016,157.93,#N/A,#N/A,#N/A,#N/A,#N/A,48.05
7/1/2016,158.78,98.26,#N/A,#N/A,#N/A,#N/A,47.65
7/4/2016,158.39,#N/A,0.94,0.59,0.94,0.73,48.02
7/5/2016,158.81,#N/A,#N/A,#N/A,#N/A,#N/A,45.64
7/7/2016,157.98,#N/A,#N/A,#N/A,#N/A,#N/A,45.93
7/8/2016,158.24,#N/A,#N/A,#N/A,#N/A,#N/A,44.53
7/11/2016,157.8,#N/A,1.25,0.83,0.84,0.73,44.04
7/12/2016,157.35,#N/A,#N/A,#N/A,#N/A,#N/A,46.72
7/13/2016,157.68,#N/A,#N/A,#N/A,#N/A,#N/A,44.67
7/14/2016,157.68,#N/A,#N/A,#N/A,#N/A,#N/A,46.01
7/15/2016,158.48,#N/A,#N/A,#N/A,#N/A,#N/A,46.25
7/18/2016,158.41,#N/A,1.23,0.81,0.75,0.75,45.35
7/19/2016,158.52,#N/A,#N/A,#N/A,#N/A,#N/A,45.7
7/20/2016,157.83,#N/A,#N/A,#N/A,#N/A,#N/A,45.82
7/21/2016,158.72,#N/A,#N/A,#N/A,#N/A,#N/A,44.99
7/22/2016,158.58,#N/A,#N/A,#N/A,#N/A,#N/A,44.24
7/25/2016,159.02,#N/A,1.2,0.86,1.02,0.72,43.76
7/26/2016,158.32,#N/A,#N/A,#N/A,#N/A,#N/A,43.56
7/27/2016,158.44,#N/A,#N/A,#N/A,#N/A,#N/A,42.78
7/28/2016,158.8,#N/A,#N/A,#N/A,#N/A,#N/A,41.87
7/29/2016,158.63,#N/A,#N/A,#N/A,#N/A,#N/A,40.76
8/1/2016,158.55,98.23,2.09,0.93,0.95,0.8,40.17
8/2/2016,158.96,#N/A,#N/A,#N/A,#N/A,#N/A,40
8/3/2016,158.29,#N/A,#N/A,#N/A,#N/A,#N/A,40.45
8/4/2016,158.08,#N/A,#N/A,#N/A,#N/A,#N/A,41.33
8/5/2016,157.97,#N/A,#N/A,#N/A,#N/A,#N/A,42.47
8/8/2016,158.68,#N/A,1.77,0.88,0.93,0.83,43.24
8/9/2016,158.37,#N/A,#N/A,#N/A,#N/A,#N/A,43.37
8/10/2016,157.85,#N/A,#N/A,#N/A,#N/A,#N/A,42.19
8/11/2016,157.84,#N/A,#N/A,#N/A,#N/A,#N/A,44.23
8/12/2016,158.45,#N/A,#N/A,#N/A,#N/A,#N/A,45.12
8/16/2016,158.71,#N/A,#N/A,#N/A,#N/A,#N/A,48.27
8/17/2016,158.52,#N/A,#N/A,#N/A,#N/A,#N/A,48.58
8/18/2016,154.92,#N/A,#N/A,#N/A,#N/A,#N/A,49.46
8/19/2016,157.08,#N/A,#N/A,#N/A,#N/A,#N/A,49.39
8/22/2016,154.65,#N/A,1.48,0.89,1.07,0.73,48.1
8/23/2016,154.27,#N/A,#N/A,#N/A,#N/A,#N/A,48.7
8/24/2016,155.84,#N/A,#N/A,#N/A,#N/A,#N/A,47.56
8/25/2016,155.39,#N/A,#N/A,#N/A,#N/A,#N/A,49.25
8/26/2016,155.4,#N/A,#N/A,#N/A,#N/A,#N/A,49.66
8/29/2016,155.48,#N/A,1.25,0.86,0.84,0.67,49.66
8/30/2016,157.23,#N/A,#N/A,#N/A,#N/A,#N/A,47.94
8/31/2016,158.2,#N/A,#N/A,#N/A,#N/A,#N/A,47.94
9/1/2016,157.28,98.3,#N/A,#N/A,#N/A,#N/A,45.05
9/2/2016,155.84,#N/A,#N/A,#N/A,#N/A,#N/A,45.96
9/6/2016,157.75,#N/A,#N/A,#N/A,#N/A,#N/A,46.21
9/7/2016,156.15,#N/A,#N/A,#N/A,#N/A,#N/A,47
9/8/2016,157.72,#N/A,#N/A,#N/A,#N/A,#N/A,49.23
9/9/2016,157.25,#N/A,#N/A,#N/A,#N/A,#N/A,48.37
9/12/2016,156.54,#N/A,1.25,0.85,0.98,0.67,47.82
9/14/2016,157.6,#N/A,#N/A,#N/A,#N/A,#N/A,45.65
9/15/2016,157.39,#N/A,#N/A,#N/A,#N/A,#N/A,45.83
9/16/2016,157.83,#N/A,#N/A,#N/A,#N/A,#N/A,45.26
9/19/2016,155.66,#N/A,1.73,0.69,0.81,0.52,46.04
9/20/2016,155.56,#N/A,#N/A,#N/A,#N/A,#N/A,45.24
9/21/2016,155.14,#N/A,#N/A,#N/A,#N/A,#N/A,45.99
9/22/2016,155.21,#N/A,#N/A,#N/A,#N/A,#N/A,47.21
9/23/2016,154.77,#N/A,#N/A,#N/A,#N/A,#N/A,46.71
9/26/2016,155.61,#N/A,1.2,0.86,0.77,0.71,46.61
9/27/2016,155.54,#N/A,#N/A,#N/A,#N/A,#N/A,44.95
9/28/2016,155.57,#N/A,#N/A,#N/A,#N/A,#N/A,45.49
9/29/2016,155.6,#N/A,#N/A,#N/A,#N/A,#N/A,48.43
9/30/2016,156.33,#N/A,#N/A,#N/A,#N/A,#N/A,48.24
10/3/2016,156.17,#N/A,1.92,0.87,0.88,0.7,48.61
10/4/2016,156.27,#N/A,#N/A,#N/A,#N/A,#N/A,48.81
10/5/2016,156.04,#N/A,#N/A,#N/A,#N/A,#N/A,49.57
10/6/2016,155.24,#N/A,#N/A,#N/A,#N/A,#N/A,50.14
10/7/2016,155.13,#N/A,#N/A,#N/A,#N/A,#N/A,50.49
10/10/2016,154.42,#N/A,2.1,0.94,0.88,0.33,51.54
10/13/2016,152.83,#N/A,#N/A,#N/A,#N/A,#N/A,49.29
10/14/2016,156.54,#N/A,#N/A,#N/A,#N/A,#N/A,48.87
10/17/2016,156.85,#N/A,1.26,0.92,1.02,0.77,49.31
10/18/2016,158.99,#N/A,#N/A,#N/A,#N/A,#N/A,49.81
10/19/2016,159.35,#N/A,#N/A,#N/A,#N/A,#N/A,51.85
10/20/2016,159.42,#N/A,#N/A,#N/A,#N/A,#N/A,50.42
10/21/2016,159.45,#N/A,#N/A,#N/A,#N/A,#N/A,50.28
10/24/2016,160.54,#N/A,1.4,0.9,1.08,0.02,49.8
10/25/2016,160.16,#N/A,#N/A,#N/A,#N/A,#N/A,49.08
10/26/2016,160.84,#N/A,#N/A,#N/A,#N/A,#N/A,48.98
10/27/2016,160.25,#N/A,#N/A,#N/A,#N/A,#N/A,49.13
10/28/2016,161.08,#N/A,#N/A,#N/A,#N/A,#N/A,47.78
10/30/2016,161.08,#N/A,#N/A,#N/A,#N/A,#N/A,47.78
11/1/2016,161.11,97.74,#N/A,#N/A,#N/A,#N/A,45.77
11/2/2016,161.11,#N/A,#N/A,#N/A,#N/A,#N/A,44.26
11/3/2016,161.84,#N/A,#N/A,#N/A,#N/A,#N/A,43.84
11/4/2016,161.04,#N/A,#N/A,#N/A,#N/A,#N/A,43.06
11/7/2016,161.3,#N/A,1.97,0.82,0.79,0.68,42.83
11/8/2016,161.18,#N/A,#N/A,#N/A,#N/A,#N/A,43.47
11/9/2016,160.71,#N/A,#N/A,#N/A,#N/A,#N/A,43.88
11/10/2016,160.75,#N/A,#N/A,#N/A,#N/A,#N/A,43.67
11/11/2016,161.63,#N/A,#N/A,#N/A,#N/A,#N/A,41.61
11/15/2016,164.12,#N/A,#N/A,#N/A,#N/A,#N/A,44.15
11/16/2016,164.35,#N/A,#N/A,#N/A,#N/A,#N/A,45.07
11/17/2016,165.6,#N/A,#N/A,#N/A,#N/A,#N/A,44.57
11/18/2016,165.69,#N/A,#N/A,#N/A,#N/A,#N/A,44.41
11/21/2016,166.76,#N/A,1.4,0.96,0.83,0.83,45.96
11/22/2016,165.57,#N/A,#N/A,#N/A,#N/A,#N/A,46.1
11/23/2016,166.33,#N/A,#N/A,#N/A,#N/A,#N/A,46.54
11/24/2016,165.78,#N/A,#N/A,#N/A,#N/A,#N/A,47.54
11/25/2016,166.1,#N/A,#N/A,#N/A,#N/A,#N/A,46.32
11/28/2016,166.46,#N/A,1.6,0.94,0.99,0.84,46.64
11/29/2016,166.01,#N/A,#N/A,#N/A,#N/A,#N/A,44.68
11/30/2016,165.84,#N/A,#N/A,#N/A,#N/A,#N/A,47.95
12/1/2016,166.11,97.56,#N/A,#N/A,#N/A,#N/A,52.28
12/2/2016,166.43,#N/A,#N/A,#N/A,#N/A,#N/A,52.35
12/5/2016,165.03,#N/A,1.77,0.93,0.98,0.85,53.3
12/6/2016,165.04,#N/A,#N/A,#N/A,#N/A,#N/A,52.31
12/7/2016,164.31,#N/A,#N/A,#N/A,#N/A,#N/A,51.9
12/8/2016,165.61,#N/A,#N/A,#N/A,#N/A,#N/A,51.6
12/9/2016,166.5,#N/A,#N/A,#N/A,#N/A,#N/A,52.19
12/12/2016,166.37,#N/A,1.65,0.96,0.8,0.84,53.99
12/13/2016,167.14,#N/A,#N/A,#N/A,#N/A,#N/A,53.28
12/14/2016,166.58,#N/A,#N/A,#N/A,#N/A,#N/A,53.15
12/15/2016,166.43,#N/A,#N/A,#N/A,#N/A,#N/A,51.72
12/16/2016,166.81,#N/A,#N/A,#N/A,#N/A,#N/A,54.15
12/19/2016,166.27,#N/A,2.23,0.94,0.77,0.72,53.53
12/20/2016,166.48,#N/A,#N/A,#N/A,#N/A,#N/A,54.56
12/21/2016,166.48,#N/A,#N/A,#N/A,#N/A,#N/A,53.01
12/22/2016,165.98,#N/A,#N/A,#N/A,#N/A,#N/A,54.04
12/23/2016,166.11,#N/A,#N/A,#N/A,#N/A,#N/A,53.93
12/26/2016,165.51,#N/A,2.25,0.95,0.83,0.8,53.93
12/27/2016,165.97,#N/A,#N/A,#N/A,#N/A,#N/A,53.93
12/28/2016,165.55,#N/A,#N/A,#N/A,#N/A,#N/A,54.95
12/29/2016,166.68,#N/A,#N/A,#N/A,#N/A,#N/A,54.97
12/30/2016,167.82,#N/A,#N/A,#N/A,#N/A,#N/A,54.96
1/2/2017,167.5,#N/A,2.1,1.04,0.98,0.76,54.96
1/3/2017,167.51,#N/A,#N/A,#N/A,#N/A,#N/A,55.05
1/4/2017,166.49,#N/A,#N/A,#N/A,#N/A,#N/A,54.57
1/5/2017,166.28,#N/A,#N/A,#N/A,#N/A,#N/A,54.99
1/6/2017,166.03,#N/A,#N/A,#N/A,#N/A,#N/A,55.9
1/9/2017,166.22,#N/A,2.23,1.04,0.92,0.67,54.39
1/10/2017,167.72,#N/A,#N/A,#N/A,#N/A,#N/A,53.2
1/11/2017,167.47,#N/A,#N/A,#N/A,#N/A,#N/A,53.61
1/12/2017,167.37,#N/A,#N/A,#N/A,#N/A,#N/A,54.51
1/13/2017,167.37,#N/A,#N/A,#N/A,#N/A,#N/A,54.37
1/16/2017,168.37,#N/A,1.8,0.99,1,0.68,54.3
1/17/2017,168.89,#N/A,#N/A,#N/A,#N/A,#N/A,54.68
1/18/2017,170,#N/A,#N/A,#N/A,#N/A,#N/A,53.77
1/19/2017,170.85,#N/A,#N/A,#N/A,#N/A,#N/A,53.18
1/20/2017,171.87,#N/A,#N/A,#N/A,#N/A,#N/A,55.04
1/23/2017,171.78,#N/A,2.24,0.71,0.76,0.76,54.8
1/24/2017,171.91,#N/A,#N/A,#N/A,#N/A,#N/A,54.7
1/25/2017,173.02,#N/A,#N/A,#N/A,#N/A,#N/A,54.34
1/27/2017,173.02,#N/A,#N/A,#N/A,#N/A,#N/A,54.8
1/30/2017,173.18,#N/A,2.31,0.87,0.68,0.68,54.77
1/31/2017,173.31,#N/A,#N/A,#N/A,#N/A,#N/A,55.25
2/1/2017,172.85,98.18,#N/A,#N/A,#N/A,#N/A,55.79
2/2/2017,174.95,#N/A,#N/A,#N/A,#N/A,#N/A,55.94
2/3/2017,173.87,#N/A,#N/A,#N/A,#N/A,#N/A,55.92
2/6/2017,174.07,#N/A,2.05,0.95,0.81,0.65,55.02
2/7/2017,173.48,#N/A,#N/A,#N/A,#N/A,#N/A,53.79
2/8/2017,173.03,#N/A,#N/A,#N/A,#N/A,#N/A,54.42
2/9/2017,172.77,#N/A,#N/A,#N/A,#N/A,#N/A,53.98
2/10/2017,172.94,#N/A,#N/A,#N/A,#N/A,#N/A,55.2
2/13/2017,173.58,#N/A,2.45,0.8,0.5,0.5,54.15
2/14/2017,173.44,#N/A,#N/A,#N/A,#N/A,#N/A,54.96
2/15/2017,172.85,#N/A,#N/A,#N/A,#N/A,#N/A,54.57
2/16/2017,174.2,#N/A,#N/A,#N/A,#N/A,#N/A,54.16
2/17/2017,173.71,#N/A,#N/A,#N/A,#N/A,#N/A,54.48
2/20/2017,173.26,#N/A,1.33,0.93,0.85,0.49,55.25
2/21/2017,172.99,#N/A,#N/A,#N/A,#N/A,#N/A,56.34
2/22/2017,170.9,#N/A,#N/A,#N/A,#N/A,#N/A,54.9
2/23/2017,171.1,#N/A,#N/A,#N/A,#N/A,#N/A,55.82
2/27/2017,170.75,#N/A,1.97,0.85,0.89,0.48,54.65
2/28/2017,170.59,#N/A,#N/A,#N/A,#N/A,#N/A,53.36
3/1/2017,171.67,98.3,#N/A,#N/A,#N/A,#N/A,55.72
3/2/2017,171.59,#N/A,#N/A,#N/A,#N/A,#N/A,54.16
3/3/2017,172.15,#N/A,#N/A,#N/A,#N/A,#N/A,54.12
