Date,DJSI-US,food inflation index (cpi),D3,D4,D5,D6,Crude
3/6/2017,171.89,#N/A,2.23,0.78,0.78,0.36,54.73
3/7/2017,171.46,#N/A,#N/A,#N/A,#N/A,#N/A,54.61
3/8/2017,171.45,#N/A,#N/A,#N/A,#N/A,#N/A,53.3
3/9/2017,170.9,#N/A,#N/A,#N/A,#N/A,#N/A,50.65
3/10/2017,171.26,#N/A,#N/A,#N/A,#N/A,#N/A,50.63
3/14/2017,171.09,#N/A,#N/A,#N/A,#N/A,#N/A,49.6
3/15/2017,170.96,#N/A,#N/A,#N/A,#N/A,#N/A,50.63
3/16/2017,170.57,#N/A,#N/A,#N/A,#N/A,#N/A,50.56
3/17/2017,169.38,#N/A,#N/A,#N/A,#N/A,#N/A,50.58
3/20/2017,170.77,#N/A,1.8,0.85,0.8,0.37,50.67
3/21/2017,170.11,#N/A,#N/A,#N/A,#N/A,#N/A,50.14
3/22/2017,169.6,#N/A,#N/A,#N/A,#N/A,#N/A,49.56
3/23/2017,170.88,#N/A,#N/A,#N/A,#N/A,#N/A,50.17
3/24/2017,170.52,#N/A,#N/A,#N/A,#N/A,#N/A,49.97
3/27/2017,172.44,#N/A,1.9,0.89,0.88,0.54,50.12
3/28/2017,173.61,#N/A,#N/A,#N/A,#N/A,#N/A,50.72
3/29/2017,173.36,#N/A,#N/A,#N/A,#N/A,#N/A,51.36
3/30/2017,173.57,#N/A,#N/A,#N/A,#N/A,#N/A,52.25
3/31/2017,173.01,#N/A,#N/A,#N/A,#N/A,#N/A,52.2
4/3/2017,173.08,#N/A,2.32,0.94,0.95,0.38,52.04
4/5/2017,172.89,#N/A,#N/A,#N/A,#N/A,#N/A,53.41
4/6/2017,172.94,#N/A,#N/A,#N/A,#N/A,#N/A,53.62
4/7/2017,173.35,#N/A,#N/A,#N/A,#N/A,#N/A,54.24
4/10/2017,173.06,#N/A,2.38,0.89,0.5,0.5,54.79
4/11/2017,172.66,#N/A,#N/A,#N/A,#N/A,#N/A,54.73
4/12/2017,173.04,#N/A,#N/A,#N/A,#N/A,#N/A,54.75
4/13/2017,172.63,#N/A,#N/A,#N/A,#N/A,#N/A,55.05
4/17/2017,173.43,#N/A,2.46,0.82,0.89,0.47,54.79
4/18/2017,173.48,#N/A,#N/A,#N/A,#N/A,#N/A,52.6
4/19/2017,170.25,#N/A,#N/A,#N/A,#N/A,#N/A,52.43
4/20/2017,170.42,#N/A,#N/A,#N/A,#N/A,#N/A,50.66
4/21/2017,171.49,#N/A,#N/A,#N/A,#N/A,#N/A,49.93
4/24/2017,172.26,#N/A,1.75,0.92,0.91,0.34,49.45
4/25/2017,172.69,#N/A,#N/A,#N/A,#N/A,#N/A,49.37
4/26/2017,173.2,#N/A,#N/A,#N/A,#N/A,#N/A,49.99
4/27/2017,173.87,#N/A,#N/A,#N/A,#N/A,#N/A,49.46
4/28/2017,174.09,#N/A,#N/A,#N/A,#N/A,#N/A,49.46
5/2/2017,174,#N/A,#N/A,#N/A,#N/A,#N/A,49.31
5/3/2017,173.93,#N/A,#N/A,#N/A,#N/A,#N/A,48.82
5/4/2017,175.18,#N/A,#N/A,#N/A,#N/A,#N/A,47.53
5/5/2017,175.87,#N/A,#N/A,#N/A,#N/A,#N/A,47.45
5/8/2017,175.76,#N/A,2.38,0.89,0.54,0.54,46.61
5/9/2017,175.47,#N/A,#N/A,#N/A,#N/A,#N/A,47.06
5/10/2017,175.67,#N/A,#N/A,#N/A,#N/A,#N/A,48.09
5/11/2017,175.75,#N/A,#N/A,#N/A,#N/A,#N/A,49.18
5/12/2017,176.29,#N/A,#N/A,#N/A,#N/A,#N/A,49.08
5/15/2017,176.35,#N/A,2.3,0.9,0.93,0.43,51.29
5/16/2017,177.03,#N/A,#N/A,#N/A,#N/A,#N/A,51.21
5/17/2017,176.88,#N/A,#N/A,#N/A,#N/A,#N/A,51.76
5/18/2017,176.39,#N/A,#N/A,#N/A,#N/A,#N/A,51.71
5/19/2017,176.49,#N/A,#N/A,#N/A,#N/A,#N/A,52.78
5/22/2017,177.85,#N/A,2.52,0.89,0.33,0.33,53.35
5/23/2017,176.87,#N/A,#N/A,#N/A,#N/A,#N/A,53.19
5/24/2017,176.79,#N/A,#N/A,#N/A,#N/A,#N/A,53.29
5/25/2017,176.81,#N/A,#N/A,#N/A,#N/A,#N/A,52.25
5/26/2017,177.06,#N/A,#N/A,#N/A,#N/A,#N/A,50.84
5/29/2017,177.21,#N/A,2.4,0.92,0.96,0.59,52.25
5/30/2017,175.91,#N/A,#N/A,#N/A,#N/A,#N/A,50.65
5/31/2017,177.21,#N/A,#N/A,#N/A,#N/A,#N/A,49.4
6/1/2017,175.82,98.31,#N/A,#N/A,#N/A,#N/A,50.41
6/2/2017,176.28,#N/A,#N/A,#N/A,#N/A,#N/A,48.46
6/5/2017,176.97,#N/A,2.46,0.93,0.88,0.5,48.25
6/6/2017,176.97,#N/A,#N/A,#N/A,#N/A,#N/A,48.11
6/7/2017,177.26,#N/A,#N/A,#N/A,#N/A,#N/A,47.08
6/8/2017,175.56,#N/A,#N/A,#N/A,#N/A,#N/A,46.3
6/9/2017,176.53,#N/A,#N/A,#N/A,#N/A,#N/A,46.64
6/12/2017,176.55,#N/A,2.46,0.89,0.75,0.52,47.18
6/13/2017,176.25,#N/A,#N/A,#N/A,#N/A,#N/A,46.95
6/14/2017,177.48,#N/A,#N/A,#N/A,#N/A,#N/A,45.47
6/15/2017,177.75,#N/A,#N/A,#N/A,#N/A,#N/A,45.61
6/16/2017,178.79,#N/A,#N/A,#N/A,#N/A,#N/A,45.7
6/19/2017,178.72,#N/A,2.45,0.91,1,0.55,45.93
6/20/2017,178.76,#N/A,#N/A,#N/A,#N/A,#N/A,43.98
6/21/2017,179.53,#N/A,#N/A,#N/A,#N/A,#N/A,44.62
6/22/2017,179.95,#N/A,#N/A,#N/A,#N/A,#N/A,44.46
6/23/2017,179.71,#N/A,#N/A,#N/A,#N/A,#N/A,44.14
6/27/2017,179.97,#N/A,#N/A,#N/A,#N/A,#N/A,46.17
6/28/2017,179.56,#N/A,#N/A,#N/A,#N/A,#N/A,46.45
6/29/2017,179.11,#N/A,#N/A,#N/A,#N/A,#N/A,47.02
6/30/2017,179.28,#N/A,#N/A,#N/A,#N/A,#N/A,47.08
7/3/2017,179.45,#N/A,2.47,1,1.01,0.69,49.13
7/4/2017,180.07,#N/A,#N/A,#N/A,#N/A,#N/A,49.15
7/5/2017,179.85,#N/A,#N/A,#N/A,#N/A,#N/A,47.58
7/6/2017,179.76,#N/A,#N/A,#N/A,#N/A,#N/A,48.53
7/7/2017,180.17,#N/A,#N/A,#N/A,#N/A,#N/A,46.47
7/10/2017,180.33,#N/A,2.45,1,0.93,0.56,46.57
7/11/2017,179.96,#N/A,#N/A,#N/A,#N/A,#N/A,46.68
7/12/2017,179.86,#N/A,#N/A,#N/A,#N/A,#N/A,46.73
7/13/2017,177.47,#N/A,#N/A,#N/A,#N/A,#N/A,47.65
7/14/2017,177.57,#N/A,#N/A,#N/A,#N/A,#N/A,47.89
7/17/2017,179.31,#N/A,2.29,0.99,1.01,0.62,47.66
7/18/2017,179.16,#N/A,#N/A,#N/A,#N/A,#N/A,47.92
7/19/2017,179.39,#N/A,#N/A,#N/A,#N/A,#N/A,48.34
7/20/2017,176.76,#N/A,#N/A,#N/A,#N/A,#N/A,48.54
7/21/2017,176.29,#N/A,#N/A,#N/A,#N/A,#N/A,47.47
7/24/2017,176.42,#N/A,2.67,1.05,0.99,0.51,47.81
7/25/2017,178.08,#N/A,#N/A,#N/A,#N/A,#N/A,49.19
7/26/2017,177.36,#N/A,#N/A,#N/A,#N/A,#N/A,50.08
7/27/2017,177.34,#N/A,#N/A,#N/A,#N/A,#N/A,50.67
7/28/2017,177.66,#N/A,#N/A,#N/A,#N/A,#N/A,52
7/31/2017,177.73,#N/A,2.77,0.94,1.05,0.57,51.99
8/1/2017,177.84,98.53,#N/A,#N/A,#N/A,#N/A,50.77
8/2/2017,178.51,#N/A,#N/A,#N/A,#N/A,#N/A,52.09
8/3/2017,179.75,#N/A,#N/A,#N/A,#N/A,#N/A,52.88
8/4/2017,179.99,#N/A,#N/A,#N/A,#N/A,#N/A,52.48
8/7/2017,178.71,#N/A,2.6,0.99,0.88,0.7,51.42
8/8/2017,179.36,#N/A,#N/A,#N/A,#N/A,#N/A,52.18
8/9/2017,179.8,#N/A,#N/A,#N/A,#N/A,#N/A,52.16
8/10/2017,179.73,#N/A,#N/A,#N/A,#N/A,#N/A,52.59
8/11/2017,182.09,#N/A,#N/A,#N/A,#N/A,#N/A,51.47
8/14/2017,182.86,#N/A,2.61,1.04,1.06,0.54,51.29
8/16/2017,183.19,#N/A,#N/A,#N/A,#N/A,#N/A,50.39
8/17/2017,183.69,#N/A,#N/A,#N/A,#N/A,#N/A,50.37
8/18/2017,184.1,#N/A,#N/A,#N/A,#N/A,#N/A,50.96
8/21/2017,184.34,#N/A,2.64,0.97,1.09,0.77,51.94
8/22/2017,184.39,#N/A,#N/A,#N/A,#N/A,#N/A,52.29
8/23/2017,183.8,#N/A,#N/A,#N/A,#N/A,#N/A,52.31
8/24/2017,184.11,#N/A,#N/A,#N/A,#N/A,#N/A,51.73
8/28/2017,183.83,#N/A,2.75,1.08,0.8,0.79,51.87
8/29/2017,184.08,#N/A,#N/A,#N/A,#N/A,#N/A,51.64
8/30/2017,184.38,#N/A,#N/A,#N/A,#N/A,#N/A,51.91
8/31/2017,184.82,#N/A,#N/A,#N/A,#N/A,#N/A,52.69
9/1/2017,185.79,98.66,#N/A,#N/A,#N/A,#N/A,53.15
9/4/2017,186.15,#N/A,2.9,0.87,0.77,0.77,52.6
9/5/2017,186.54,#N/A,#N/A,#N/A,#N/A,#N/A,53.63
9/6/2017,187.47,#N/A,#N/A,#N/A,#N/A,#N/A,54.48
9/7/2017,187.28,#N/A,#N/A,#N/A,#N/A,#N/A,54.16
9/8/2017,186.86,#N/A,#N/A,#N/A,#N/A,#N/A,54.55
9/11/2017,187.43,#N/A,2.16,0.93,0.79,0.8,54.2
9/12/2017,187.49,#N/A,#N/A,#N/A,#N/A,#N/A,55.06
9/13/2017,186.81,#N/A,#N/A,#N/A,#N/A,#N/A,55.52
9/14/2017,187.16,#N/A,#N/A,#N/A,#N/A,#N/A,56.76
9/15/2017,187.37,#N/A,#N/A,#N/A,#N/A,#N/A,56.18
9/18/2017,187.57,#N/A,2.65,1.03,0.82,0.77,55.5
9/19/2017,188.19,#N/A,#N/A,#N/A,#N/A,#N/A,56.58
9/20/2017,188.59,#N/A,#N/A,#N/A,#N/A,#N/A,57.2
9/21/2017,189.59,#N/A,#N/A,#N/A,#N/A,#N/A,57.73
9/22/2017,188.96,#N/A,#N/A,#N/A,#N/A,#N/A,58.16
9/25/2017,189.25,#N/A,2.41,1.03,0.96,0.77,59.42
9/26/2017,188.11,#N/A,#N/A,#N/A,#N/A,#N/A,59.77
9/27/2017,188.5,#N/A,#N/A,#N/A,#N/A,#N/A,58.74
9/28/2017,189.67,#N/A,#N/A,#N/A,#N/A,#N/A,58.8
9/29/2017,188.43,#N/A,#N/A,#N/A,#N/A,#N/A,57.02
10/3/2017,189.27,#N/A,#N/A,#N/A,#N/A,#N/A,56.12
10/4/2017,189.4,#N/A,#N/A,#N/A,#N/A,#N/A,56
10/5/2017,189.72,#N/A,#N/A,#N/A,#N/A,#N/A,57.09
10/6/2017,189.57,#N/A,#N/A,#N/A,#N/A,#N/A,55.5
10/9/2017,189.86,#N/A,2.84,0.92,0.93,0.63,55.29
10/10/2017,190.19,#N/A,#N/A,#N/A,#N/A,#N/A,56.62
10/11/2017,189.59,#N/A,#N/A,#N/A,#N/A,#N/A,56.13
10/12/2017,189.54,#N/A,#N/A,#N/A,#N/A,#N/A,56.13
10/13/2017,189.83,#N/A,#N/A,#N/A,#N/A,#N/A,56.86
10/16/2017,189.49,#N/A,2.54,0.97,0.96,0.74,57.49
10/17/2017,188.47,#N/A,#N/A,#N/A,#N/A,#N/A,57.63
10/18/2017,189.93,#N/A,#N/A,#N/A,#N/A,#N/A,58.05
10/19/2017,189.29,#N/A,#N/A,#N/A,#N/A,#N/A,57.82
10/23/2017,190.78,#N/A,2.6,1.01,1.03,0.79,57.69
10/24/2017,190.21,#N/A,#N/A,#N/A,#N/A,#N/A,57.84
10/25/2017,190.21,#N/A,#N/A,#N/A,#N/A,#N/A,58.45
10/26/2017,190.48,#N/A,#N/A,#N/A,#N/A,#N/A,58.75
10/27/2017,190.33,#N/A,#N/A,#N/A,#N/A,#N/A,60.15
10/30/2017,192.7,#N/A,2.71,1.03,0.93,0.64,60.65
10/31/2017,193.13,#N/A,#N/A,#N/A,#N/A,#N/A,61.35
11/1/2017,194.72,98.33,#N/A,#N/A,#N/A,#N/A,60.98
11/2/2017,194.4,#N/A,#N/A,#N/A,#N/A,#N/A,60.79
11/3/2017,194.35,#N/A,#N/A,#N/A,#N/A,#N/A,61.42
11/6/2017,193.39,#N/A,2.84,0.98,0.87,0.87,64.27
11/7/2017,193,#N/A,#N/A,#N/A,#N/A,#N/A,64.36
11/8/2017,193.13,#N/A,#N/A,#N/A,#N/A,#N/A,63.96
11/9/2017,194.44,#N/A,#N/A,#N/A,#N/A,#N/A,64.49
11/10/2017,195.28,#N/A,#N/A,#N/A,#N/A,#N/A,64.35
11/13/2017,195.73,#N/A,2.74,0.94,0.96,0.87,62.94
11/14/2017,195.58,#N/A,#N/A,#N/A,#N/A,#N/A,60.91
11/15/2017,194.66,#N/A,#N/A,#N/A,#N/A,#N/A,61.25
11/16/2017,196.45,#N/A,#N/A,#N/A,#N/A,#N/A,61.18
11/17/2017,197.35,#N/A,#N/A,#N/A,#N/A,#N/A,61.34
11/20/2017,196.85,#N/A,2.61,0.93,0.86,0.86,61.34
11/21/2017,196.8,#N/A,#N/A,#N/A,#N/A,#N/A,62.28
11/22/2017,197.33,#N/A,#N/A,#N/A,#N/A,#N/A,62.92
11/23/2017,197.24,#N/A,#N/A,#N/A,#N/A,#N/A,63.27
11/24/2017,197.18,#N/A,#N/A,#N/A,#N/A,#N/A,63.58
11/27/2017,197.32,#N/A,2.76,0.94,0.94,0.81,63.25
11/28/2017,197.62,#N/A,#N/A,#N/A,#N/A,#N/A,63.56
11/29/2017,196.7,#N/A,#N/A,#N/A,#N/A,#N/A,63.74
11/30/2017,198.17,#N/A,#N/A,#N/A,#N/A,#N/A,63.53
12/1/2017,199.05,98.39,#N/A,#N/A,#N/A,#N/A,64.57
12/4/2017,200.12,#N/A,2.57,0.92,0.81,0.81,63.45
12/5/2017,201.51,#N/A,#N/A,#N/A,#N/A,#N/A,63.45
12/6/2017,201.48,#N/A,#N/A,#N/A,#N/A,#N/A,62.25
12/7/2017,201.64,#N/A,#N/A,#N/A,#N/A,#N/A,62.37
12/8/2017,201.25,#N/A,#N/A,#N/A,#N/A,#N/A,63.86
12/11/2017,202.79,#N/A,2.87,0.94,0.84,0.82,65.62
12/12/2017,204.3,#N/A,#N/A,#N/A,#N/A,#N/A,64.96
12/13/2017,204.3,#N/A,#N/A,#N/A,#N/A,#N/A,63.66
12/14/2017,203.58,#N/A,#N/A,#N/A,#N/A,#N/A,63.72
12/15/2017,205.9,#N/A,#N/A,#N/A,#N/A,#N/A,63.81
12/18/2017,205.74,#N/A,2.4,0.86,0.81,0.7,64.45
12/19/2017,206.76,#N/A,#N/A,#N/A,#N/A,#N/A,63.69
12/20/2017,208.5,#N/A,#N/A,#N/A,#N/A,#N/A,64.43
12/21/2017,208.53,#N/A,#N/A,#N/A,#N/A,#N/A,64.64
12/22/2017,208.44,#N/A,#N/A,#N/A,#N/A,#N/A,64.61
12/26/2017,212.02,#N/A,#N/A,#N/A,#N/A,#N/A,64.61
12/27/2017,210.72,#N/A,#N/A,#N/A,#N/A,#N/A,66.03
12/28/2017,207.88,#N/A,#N/A,#N/A,#N/A,#N/A,66.8
12/29/2017,207.87,#N/A,#N/A,#N/A,#N/A,#N/A,66.73
1/1/2018,207.84,98.92,2.7,0.8,0.79,0.01,66.73
1/2/2018,203.54,#N/A,#N/A,#N/A,#N/A,#N/A,66.65
1/3/2018,194.99,#N/A,#N/A,#N/A,#N/A,#N/A,67.85
1/4/2018,198.56,#N/A,#N/A,#N/A,#N/A,#N/A,68.73
1/5/2018,198.06,#N/A,#N/A,#N/A,#N/A,#N/A,68.01
1/8/2018,190.45,#N/A,2.71,0.73,0.8,0.62,68.48
1/9/2018,193.64,#N/A,#N/A,#N/A,#N/A,#N/A,69.08
1/10/2018,196.01,#N/A,#N/A,#N/A,#N/A,#N/A,69.79
1/11/2018,196.63,#N/A,#N/A,#N/A,#N/A,#N/A,70.36
1/12/2018,198.95,#N/A,#N/A,#N/A,#N/A,#N/A,69.64
1/15/2018,201.5,#N/A,2.61,0.67,0.81,0.66,70.31
1/16/2018,201.5,#N/A,#N/A,#N/A,#N/A,#N/A,69.4
1/17/2018,200.34,#N/A,#N/A,#N/A,#N/A,#N/A,69.19
1/18/2018,198.68,#N/A,#N/A,#N/A,#N/A,#N/A,69.48
1/19/2018,198.87,#N/A,#N/A,#N/A,#N/A,#N/A,68.56
1/22/2018,202.27,#N/A,2.69,0.71,0.74,0.64,69.32
1/23/2018,205.03,#N/A,#N/A,#N/A,#N/A,#N/A,69.81
1/24/2018,202.33,#N/A,#N/A,#N/A,#N/A,#N/A,69.91
1/25/2018,199.88,#N/A,#N/A,#N/A,#N/A,#N/A,71.08
1/29/2018,198.06,#N/A,2.68,0.74,0.73,0.64,68.41
1/30/2018,200.2,#N/A,#N/A,#N/A,#N/A,#N/A,67.78
1/31/2018,200.67,#N/A,#N/A,#N/A,#N/A,#N/A,67.78
2/1/2018,200.68,98.65,#N/A,#N/A,#N/A,#N/A,68.6
2/2/2018,201.34,#N/A,#N/A,#N/A,#N/A,#N/A,67.45
2/5/2018,204.66,#N/A,2.58,0.73,0.74,0.62,67.69
2/6/2018,204.25,#N/A,#N/A,#N/A,#N/A,#N/A,66.75
2/7/2018,203.21,#N/A,#N/A,#N/A,#N/A,#N/A,65.74
2/8/2018,201.8,#N/A,#N/A,#N/A,#N/A,#N/A,64.26
2/9/2018,201.73,#N/A,#N/A,#N/A,#N/A,#N/A,63.04
2/12/2018,202.08,#N/A,2.47,0.72,0.57,0.63,62.2
2/14/2018,200.04,#N/A,#N/A,#N/A,#N/A,#N/A,62.29
2/15/2018,199.57,#N/A,#N/A,#N/A,#N/A,#N/A,62.86
2/16/2018,194.07,#N/A,#N/A,#N/A,#N/A,#N/A,64.3
2/19/2018,190,#N/A,2.11,0.81,0.81,0.61,64.95
2/20/2018,195.6,#N/A,#N/A,#N/A,#N/A,#N/A,64.68
2/21/2018,192.2,#N/A,#N/A,#N/A,#N/A,#N/A,64.81
2/22/2018,192.04,#N/A,#N/A,#N/A,#N/A,#N/A,66.12
2/23/2018,194.64,#N/A,#N/A,#N/A,#N/A,#N/A,67.04
2/26/2018,190.18,#N/A,2.35,0.75,0.79,0.6,67.96
2/27/2018,192.7,#N/A,#N/A,#N/A,#N/A,#N/A,67.59
2/28/2018,195.23,#N/A,#N/A,#N/A,#N/A,#N/A,66.08
3/1/2018,196.39,98.65,#N/A,#N/A,#N/A,#N/A,64.23
3/5/2018,192.95,#N/A,2.35,0.58,0.61,0.61,65.78
3/6/2018,196.43,#N/A,#N/A,#N/A,#N/A,#N/A,65.67
3/7/2018,195.09,#N/A,#N/A,#N/A,#N/A,#N/A,65.09
3/8/2018,196.96,#N/A,#N/A,#N/A,#N/A,#N/A,63.87
3/9/2018,196.25,#N/A,#N/A,#N/A,#N/A,#N/A,65.19
3/12/2018,197.95,#N/A,2.59,0.62,0.68,0.39,64.53
3/13/2018,199.8,#N/A,#N/A,#N/A,#N/A,#N/A,64.2
3/14/2018,199.58,#N/A,#N/A,#N/A,#N/A,#N/A,63.61
3/15/2018,198.18,#N/A,#N/A,#N/A,#N/A,#N/A,63.67
3/16/2018,196.49,#N/A,#N/A,#N/A,#N/A,#N/A,64.68
3/19/2018,196.73,#N/A,2.04,0.42,0.36,0.36,64.82
3/20/2018,194.36,#N/A,#N/A,#N/A,#N/A,#N/A,66
3/21/2018,194.56,#N/A,#N/A,#N/A,#N/A,#N/A,68.15
3/22/2018,196.32,#N/A,#N/A,#N/A,#N/A,#N/A,68.98
3/23/2018,196.78,#N/A,#N/A,#N/A,#N/A,#N/A,69.03
3/26/2018,194.68,#N/A,1.04,0.21,0.71,0.3,68.81
3/27/2018,195.33,#N/A,#N/A,#N/A,#N/A,#N/A,68.63
3/28/2018,193.18,#N/A,#N/A,#N/A,#N/A,#N/A,68.13
4/2/2018,196.09,#N/A,2.49,0.66,0.73,0.43,69.02
4/3/2018,195.77,#N/A,#N/A,#N/A,#N/A,#N/A,69.02
4/4/2018,197.44,#N/A,#N/A,#N/A,#N/A,#N/A,66.04
4/5/2018,199.43,#N/A,#N/A,#N/A,#N/A,#N/A,66.54
4/6/2018,199.84,#N/A,#N/A,#N/A,#N/A,#N/A,66.51
4/9/2018,200.31,#N/A,2.49,0.69,0.29,0.29,68.19
4/10/2018,198.92,#N/A,#N/A,#N/A,#N/A,#N/A,70.67
4/11/2018,199.75,#N/A,#N/A,#N/A,#N/A,#N/A,72.74
4/12/2018,199.36,#N/A,#N/A,#N/A,#N/A,#N/A,71.44
4/13/2018,198.79,#N/A,#N/A,#N/A,#N/A,#N/A,73.18
4/16/2018,200.24,#N/A,2.38,0.53,0.6,0.33,72.05
4/17/2018,199.73,#N/A,#N/A,#N/A,#N/A,#N/A,71.71
4/18/2018,200.13,#N/A,#N/A,#N/A,#N/A,#N/A,73.73
4/19/2018,199.6,#N/A,#N/A,#N/A,#N/A,#N/A,74.85
4/20/2018,198.98,#N/A,#N/A,#N/A,#N/A,#N/A,74.62
4/23/2018,198.98,#N/A,2.46,0.57,0.58,0.33,74.54
4/24/2018,196.48,#N/A,#N/A,#N/A,#N/A,#N/A,75.86
4/25/2018,199.06,#N/A,#N/A,#N/A,#N/A,#N/A,73.79
4/26/2018,197.49,#N/A,#N/A,#N/A,#N/A,#N/A,75.39
4/27/2018,199.74,#N/A,#N/A,#N/A,#N/A,#N/A,75.33
4/30/2018,200.65,#N/A,2.47,0.64,0.53,0.31,75.92
5/2/2018,202.83,#N/A,#N/A,#N/A,#N/A,#N/A,73.14
5/3/2018,202.58,#N/A,#N/A,#N/A,#N/A,#N/A,73.45
5/4/2018,203.38,#N/A,#N/A,#N/A,#N/A,#N/A,74.75
5/7/2018,203.64,#N/A,2.5,0.4,0.3,0.3,74.75
5/8/2018,203.78,#N/A,#N/A,#N/A,#N/A,#N/A,74.16
5/9/2018,202.81,#N/A,#N/A,#N/A,#N/A,#N/A,77.6
5/10/2018,203.4,#N/A,#N/A,#N/A,#N/A,#N/A,77.59
5/11/2018,203.22,#N/A,#N/A,#N/A,#N/A,#N/A,77.37
5/14/2018,202.19,#N/A,2.26,0.48,0.32,0.32,78.17
5/15/2018,201.21,#N/A,#N/A,#N/A,#N/A,#N/A,78.94
5/16/2018,201.33,#N/A,#N/A,#N/A,#N/A,#N/A,78.19
5/17/2018,199.84,#N/A,#N/A,#N/A,#N/A,#N/A,80.09
5/18/2018,200.44,#N/A,#N/A,#N/A,#N/A,#N/A,78.38
5/21/2018,197.64,#N/A,2.2,0.42,0.35,0.35,78.34
5/22/2018,197.76,#N/A,#N/A,#N/A,#N/A,#N/A,80.42
5/23/2018,196.04,#N/A,#N/A,#N/A,#N/A,#N/A,78.69
5/24/2018,197.35,#N/A,#N/A,#N/A,#N/A,#N/A,78.9
5/25/2018,197.56,#N/A,#N/A,#N/A,#N/A,#N/A,76.6
5/28/2018,198.04,#N/A,2.4,0.34,0.45,0.26,76.6
5/29/2018,197.24,#N/A,#N/A,#N/A,#N/A,#N/A,74.51
5/30/2018,197.24,#N/A,#N/A,#N/A,#N/A,#N/A,75.89
5/31/2018,198.92,#N/A,#N/A,#N/A,#N/A,#N/A,76.45
6/1/2018,200.61,98.65,#N/A,#N/A,#N/A,#N/A,74.54
6/4/2018,202.13,#N/A,2.26,0.56,0.25,0.25,73.41
6/5/2018,203.14,#N/A,#N/A,#N/A,#N/A,#N/A,72.91
6/6/2018,201.41,#N/A,#N/A,#N/A,#N/A,#N/A,73.23
6/7/2018,203.41,#N/A,#N/A,#N/A,#N/A,#N/A,75.23
6/8/2018,203.78,#N/A,#N/A,#N/A,#N/A,#N/A,75.11
6/11/2018,203.6,#N/A,2.25,0.36,0.48,0.27,74.58
6/12/2018,204.08,#N/A,#N/A,#N/A,#N/A,#N/A,74.86
6/13/2018,204.5,#N/A,#N/A,#N/A,#N/A,#N/A,75.07
6/14/2018,203.73,#N/A,#N/A,#N/A,#N/A,#N/A,74.77
6/15/2018,203.68,#N/A,#N/A,#N/A,#N/A,#N/A,72.02
6/18/2018,204.01,#N/A,2.35,0.35,0.17,0.17,74.87
6/19/2018,204.73,#N/A,#N/A,#N/A,#N/A,#N/A,74.92
6/20/2018,206.68,#N/A,#N/A,#N/A,#N/A,#N/A,74.25
6/21/2018,206.86,#N/A,#N/A,#N/A,#N/A,#N/A,72.87
6/22/2018,205.29,#N/A,#N/A,#N/A,#N/A,#N/A,73.67
6/25/2018,204.51,#N/A,2.25,0.44,0.42,0.3,72.82
6/26/2018,205.62,#N/A,#N/A,#N/A,#N/A,#N/A,73.58
6/27/2018,205.16,#N/A,#N/A,#N/A,#N/A,#N/A,76.09
6/28/2018,205.79,#N/A,#N/A,#N/A,#N/A,#N/A,76.26
6/29/2018,207.12,#N/A,#N/A,#N/A,#N/A,#N/A,77.44
7/2/2018,207.45,#N/A,2.28,0.37,0.23,0.23,76.71
7/3/2018,208.07,#N/A,#N/A,#N/A,#N/A,#N/A,75.87
7/4/2018,207.88,#N/A,#N/A,#N/A,#N/A,#N/A,76.99
7/5/2018,207.52,#N/A,#N/A,#N/A,#N/A,#N/A,77.09
7/6/2018,205.91,#N/A,#N/A,#N/A,#N/A,#N/A,74.98
7/9/2018,205.01,#N/A,2.3,0.36,0.26,0.26,77.08
7/10/2018,206.4,#N/A,#N/A,#N/A,#N/A,#N/A,77.8
7/11/2018,205.02,#N/A,#N/A,#N/A,#N/A,#N/A,75.35
7/12/2018,206.78,#N/A,#N/A,#N/A,#N/A,#N/A,72.11
7/13/2018,207.3,#N/A,#N/A,#N/A,#N/A,#N/A,74.11
7/16/2018,207.73,#N/A,1.92,0.34,0.22,0.22,71.03
7/17/2018,208.09,#N/A,#N/A,#N/A,#N/A,#N/A,70.87
7/18/2018,207.97,#N/A,#N/A,#N/A,#N/A,#N/A,70.52
7/19/2018,207.7,#N/A,#N/A,#N/A,#N/A,#N/A,71.94
7/20/2018,209,#N/A,#N/A,#N/A,#N/A,#N/A,71.99
7/23/2018,210.79,#N/A,2.27,0.32,0.21,0.21,73.45
7/24/2018,210.88,#N/A,#N/A,#N/A,#N/A,#N/A,73.53
7/25/2018,211.99,#N/A,#N/A,#N/A,#N/A,#N/A,73.67
7/26/2018,210.91,#N/A,#N/A,#N/A,#N/A,#N/A,74.51
7/27/2018,211,#N/A,#N/A,#N/A,#N/A,#N/A,74.84
7/30/2018,210.42,#N/A,2.37,0.27,0.36,0.22,74.99
7/31/2018,209.64,#N/A,#N/A,#N/A,#N/A,#N/A,74.16
8/1/2018,209.26,98.98,#N/A,#N/A,#N/A,#N/A,72.28
8/2/2018,208.6,#N/A,#N/A,#N/A,#N/A,#N/A,72.95
8/3/2018,209.13,#N/A,#N/A,#N/A,#N/A,#N/A,72.48
8/6/2018,209.13,#N/A,2.19,0.35,0.37,0.17,72.51
8/7/2018,209.72,#N/A,#N/A,#N/A,#N/A,#N/A,72.31
